Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative,Song Recommendations
umm wait want set mood little,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
wait second maybe go first,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
dr drake remoray ask questions seewhat’s like people tell doctors everything,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
attract stinkers,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
dr long i’ve seventeen hours three women havecome gone babies gotta give good news many centimeters ami dilated eight nine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, New Rules, Middle Of A Breakup"
three i’m dilated three,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative,"Bonfire, Trndsttr, Collar Full"
oh stupid metric system,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
oh we’re gonna need take straight delivery room,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative,"Bonfire, Trndsttr, Collar Full"
hi i’m dr drake remoray routine questions needto ask,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Starboy, Hotter Than Hell, Lose Yourself"
know i’m neurologist safe side drwells wanted comprehensive overview status sent,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
can’t figure based date birth,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"New Rules, Bad Liar, Chop Suey!"
oh really 33 still single would say commitmentissues,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
well uh must know i’m widower,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Negative,"Everyday Life, Daddy, Wake Me up When September Ends"
oh that’s terrible i’mi’m really sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Somebody That I Used To Know, Nothing Else Matters"
hmm sleep women never call,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Negative,"All We Know, Don't Let The Light Go Out, Somebody That I Used To Know"
uh rach…,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
go get back case honey,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Titanium (feat. Sia), Often, Hips Don't Lie (feat. Wyclef Jean)"
don’t think next patient far along,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative,"I Dunno (feat. Dutchavelli & Stormzy), No Time for Caution, Don't Panic"
i…can’t…believe,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Negative,"Radioactive, Unsainted, Cowboys from Hell"
oh y’know speak loudly you’retalking sid he’s almost completely deaf,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
oh wewe didn’t,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative,"Toxicity, Build God, Then We'll Talk, Bad Liar"
nono we…,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
sid lucky deaf bastard,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative,"B.Y.O.B., Radioactive, Unsainted"
else else,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
widower,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Negative,"Plastic Heart, November Rain, Sleepwalking"
seemed like stand guy oh he’s anything weirdsexually,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
tell rachel there’s empty private room right nextdoor,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
well let think remove pants,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Rock You Like A Hurricane, Hotter Than Hell"
it’s there’s two would meanit’s end world,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
can’t believe taking long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, New Rules, Middle Of A Breakup"
oh bad know feeling you’re trying blow asaint bernard ass,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Duality"
chandler bing,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
janice janice labor contracting everything,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Negative,"2 MUCH (feat. 24hrs), Collar Full, Bonfire"
oh easy wide pelvis rememberchandler,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative,"Organ Variation, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack, Confidence"
janice didn’t even know pregnant who’s theunwitting human who’s essence you’ve stolen,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Negative,"Toxicity, Sugar, Bleed"
that’s funny itdoes hurt labor hurt,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Negative,"Cotton Eye Joe, Heaven and Hell - 2008 Remaster, Play with Fire (feat. Yacht Money)"
i’d say…the talking gorilla least canexplain you’re making eat,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
i’m sorry it’s foot itches like crazy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
relax it’s like we’re forking,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
oh that’s five ross five women five babies havehad babies doesn’t want come,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
doctor gotta something think gotta give drugs yougotta light fire smoke,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Monster, Nightmare, Paranoid - 2012 - Remaster"
oh god that’s doctor room,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
i’m telling guy show room askingme weird questions,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
cliff really believe character tv show inyour room,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
don’t believe got pretend fakedoctor,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Duality"
tried make think crazy,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative,"Chop Suey!, Sugar, Toxicity"
you’re right wrong i’m sorry i’m sorryit’s liked much start,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Negative,"Bohemian Rhapsody, Falling, Someone You Loved"
don’t think,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
uh may ummumm look cliff told lot personal stuffabout right maybemaybe would ifif would help ifif knew personalstuff uh married gay ice dancer uh gave birth herbrother’s triplets oh oh herher twin sister used porn,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
uh joey we’re trying dial crazy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
umm look don’t don’t really know itwould really easy forget seems something betweenus don’t know doesn’t happen lot,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Negative,"Heat Waves, Cotton Eye Joe, Bad Liar"
doesn’t happen either,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
neither,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
push push come push five seconds 5…4…,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
okay next contraction twenty seconds,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
oh god twenty seconds ass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, New Rules, Middle Of A Breakup"
don’t say oh god oh god,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
oh thank god thought two heads,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative,"Duality, New Rules, In Waves"
rachel you’re gonna push even harder nothing’shappening,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative,"Painkiller, Chop Suey!, Bad Liar"
i’m sorry can’t,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Middle Of A Breakup, Ain't No Rest for the Wicked, I Bet My Life"
can’t,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
can’t please,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Middle Of A Breakup, Ain't No Rest for the Wicked, I Bet My Life"
oh god,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
doctor says it’s completely normal hormones plusyouyou’re sleep deprived,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
oh wait minute it’s gonna baby girl thought wasso original,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative,"Duality, New Rules, In Waves"
uh actually wewe’ve narrowed two names,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
that’s name i’m sorry doesn’t feellike isabella,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
guess ferdinad,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Bet My Life, Middle Of A Breakup, Ain't No Rest for the Wicked"
umm delilah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Negative,"Heat Waves, Bad Liar, Bohemian Rhapsody"
oh great suddenly sounds like biblical whore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative,"All We Know, B.Y.O.B., Kaer Morhen"
ugh easy say already know kids names goingto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Killing In The Name"
oh it’s gonna named snack baked goodisn’t,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
don’t want say,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
got bucket,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Calm Down, Reminder, Old Town Road"
oh i’m alone ross,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
well gets divorce it’s ross,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Negative,"Whatever It Takes, Whatever It Takes, It's My Life"
well i—that’s never gonna happen ross,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, B.Y.O.B."
oh well that’s thought first husband i’mlucky kid gets spend weekend father twins little ms newboobs,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
well… that’s…y’know—that’s—we’vebeen alone last twenty minutes we’re okay besides y’know whatii—maybe won’t alone ‘cause lately ii—things beenhappening ross y’know right went labor wewe thiskiss y’know might the…the beginning something,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Negative,"V, Collar Full, 2 MUCH (feat. 24hrs)"
nono,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
i’m gonna leave three alone,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
man see kid nose,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Rock You Like A Hurricane"
huh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
umm…that kiss left apartment somesomethinghuh,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Cotton Eye Joe"
mean don’t want go road,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
oh god i’m sorry talking nurse completely forgot,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
can’t decide looks alike rachel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative,"Cotton Eye Joe, Play with Fire (feat. Yacht Money), Into the Unknown - Panic! At The Disco Version"
know know know know try make mightwreck,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative,"Royals, It's My Life, Whatever It Takes"
nothing,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Build God, Then We'll Talk, Schism, The Sound of Silence"
really it’s nothing i’m just…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
rach come,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
i’ve thinking baby gonna allalone,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Negative,"Mr. Brightside, Way down We Go, Alone, Pt. II"
yeah guess,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Young Dumb & Broke, Calm Down, Pumped Up Kicks"
never thought would raise baby pretty dumbhuh,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
hey listen listen me…you never,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
joey honey would without,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative,"I Want to Know What Love Is - 1999 Remaster, Sweet Child O' Mine, Circle of Life (From ""The Lion King"") - From ""The Lion King"" Soundtrack"
let ask everybody using tiny lights nowadays iremember people used use big lights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Negative,"Nearly Witches (Ever Since We Met...), Chop Suey!, Bad Liar"
wow monica’s letting people help decorate tree didsomeone get drunk,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
dunno doesn’t quite feel like christmas tome,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Negative,"Bohemian Rhapsody, Falling, Someone You Loved"
… that’s story dreidle peopletrace christmas tree back egyptians used bring green palm branches intotheir huts shortest day year symbolising life’s triumph deathand like 4000 years ago,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative,"Roots, Baby Blue - Remastered 2010, Young Dumb & Broke"
aw i’m sorry sweetie doesn’t feel way,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Somebody That I Used To Know, Nothing Else Matters"
know she’s sweet wanna feed grapes brushher hair,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative,"Really Love (feat. Craig David & Digital Farm Animals), Toothbrush, Sugar"
janine mean yeah first thought hotbut she’s like old news,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Killing In The Name"
got call dancer television special newyear’s eve it’s called sort dick’n rock’n dickie eve,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
well actually they’re taping tomorrow don’t reallyunderstand,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
bye,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Pumped Up Kicks, Young Dumb & Broke, Often"
don’t think,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
oh maybe hey know find we’re going newyear’s eve party right midnight kiss kisses backgreat y’know says ‘dude hell doing’ cansay ‘it wasn’t new years’,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
well that’s lot better ross trying kiss highschool saying needed chapstick,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative,"All We Know, B.Y.O.B., Kaer Morhen"
dry day,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative,"goosebumps, Hail to the King, Beautiful Alien (feat. AI AM) - Radio Edit"
here’s what’s gonna happen music’s gonna startyou’re gonna dance we’re gonna tape don’t look camera anyquestions,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
yeah chandler don’t take walk doesn’t concernyou,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, Friction, Duality"
that’s terrible,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Negative,"All We Know, Don't Let The Light Go Out, Middle Of A Breakup"
nono every year,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
oh well makes terrible,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative,"Calm Down, Strawberry Swing, Don't Panic"
don’t can’t live heretoo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"The Pot, American Idiot, Symphony Of Destruction - Remastered 2012"
chandler that’s enough mean gets greatpresent two medium presents bunch little presents you’ve gottenher one great present mean that’s gonna make feel bad would dothat chandler,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative,"Chop Suey!, Sugar, Toxicity"
uhoh may onto us,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
y’know guys said gonna go across hall andlook don’t don’t every year,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative,"Painkiller, Chop Suey!, Bad Liar"
don’t like go back closet look mygym bag anything,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Write Sins Not Tragedies, I Bet My Life, Psychosocial"
right biggie stay loose,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Starboy, Hotter Than Hell, Lose Yourself"
wanna get camera think get one thoseplatforms they’ve taping people day,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
yeah well you’d better loosened hips little,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative,"Royals, It's My Life, Whatever It Takes"
mean,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
uhhuh,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
really y’think don’t,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
couldnt find anything joeyheyhey oh hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
yeah found guest room closet behind somecoats,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Calm Down, A Million Dreams, Pumped Up Kicks"
well chandler weird metal z thing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
excuse sir would help weren’t wearing underpants,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
don’t think,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative,"Hall of Fame (feat. will.i.am), Lose Yourself, Not Afraid"
she’s fair game ask sorry buddy,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, B.Y.O.B."
god second grade,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
man sucks y’know mom dad don’t see us tvafter made jealous mean who’s gonna losers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative,"Attention, I Dunno (feat. Dutchavelli & Stormzy), Holy Wars...The Punishment Due - 2004 Remix"
routine,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative,"Pull Me Under, The Hardest Part, Far Too Young to Die"
ross haven’t done routine since middle school,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative,"Roots, Baby Blue - Remastered 2010, Kaer Morhen"
hey snippy guy sees routine he’ll wanna buildus platform,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
got honourable mention brothersister dance categorylook it’s almost fake midnight really choice,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Negative,"Cotton Eye Joe, LA Devotee, Take on Me"
really ask who’s going platformnext,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
believe we’re gonna platform themillennium moment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
ross think stick routine don’t wanna lookstupid,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Nightmare, Paranoid - 2012 - Remaster, Monster"
cut,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
could follow clever jokes – ideas nodidn’t think okay c’mon guys show us presents,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
oh duck seems think monica got garbage hmm wonderwhat could get monica that’s good garbage,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
hmm azzz,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Rock You Like A Hurricane, Hotter Than Hell, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
hey hollow,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Build God, Then We'll Talk, Schism, The Sound of Silence"
don’t look directly,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
hee hee,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
wait can’t,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative,"Heaven and Hell - 2008 Remaster, Paranoid - 2012 - Remaster, Monster"
don’t wanna know monica got y’know mean looki’m sure worked really hard getting present wanting surprise meand guys gonna ruin look put back whatchristmas,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Negative,"Monster, Attention, Paranoid - 2012 - Remaster"
nobody opening anything ok look don’t know guysbut wanna see look monica’s face give present i’msure wants see look face get mine please please justcan put back,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative,"Play with Fire (feat. Yacht Money), LA Devotee, Trndsttr"
hey guys found presents chandler let find thepresents great know long took find water purifier,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative,"Animals, Needled 24 / 7, One of the Drunks"
home sweet home huh nice uh get back reality plus know howthe new year’s gonna go guess there’s reason y2k panicy’know anyway g’night,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
well don’t know tonight yelled cut didn’tget kiss really really disappointed really wanted kiss,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Negative,"Mr. Brightside, Way down We Go, Someone You Loved"
sure new year’s eve two weeks away wait,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
neither,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Young Dumb & Broke, Calm Down, Pumped Up Kicks"
uh yeah okay except sorta felt like needed couple seconds toget ready,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
