Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
oh appointment get haircut…,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
…and got canceled,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well could cut,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
really,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
yeah course learned aunt’s dog grooming shop buthey say,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
dog grooming huh okay don’t make tail poofy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
really great hair,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
yes yeah joey great hair umm i’m basically done justlet get neck,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
whatwhat ‘cha doin’,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
checking see it’s even,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
‘kay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
looks good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey it’s joey,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
listen uh i’m really sorry looks like i’m gonna stuckhere got transmission fluid went put car thetransmission wasn’t,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
yeah must’ve fallen blocks back figured hita dog,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
listen uh could put kathy wanna apologize,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yeah yes yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
forgot purse,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
really forget purse,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
nononono bad it’s bad bad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
horrible,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
wait uh kiss situation,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
nonono kiss good,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
okay,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
that’s bad,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
ooh yes okay here’s wewe forget happened,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Negative
okay wewe swallow feelings even means we’re unhappyforever sound good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Positive
really,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Positive
he’s best friend you’re seeing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Positive
chandler like joey lot you…,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
i’m sorry wanna pretend nothing happened try,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
ii think,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
okay bye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh i’m playing tonight,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Positive
can’t follow ross it’d like bicycle ridding chimpsthat followed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
phoebe ross sucks,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
phoebe place emptied,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh god he’s even appreciated time would giveanything appreciated time,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Positive
okay umm phoebe suck,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
yeah phoebe you’re… awful,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
sure,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
well thought it’d make feel good something nicefor friend,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
well you’re amazing,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
oh nonono,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Negative
well y’know i’m 29 mean needs savings account,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh best friends anyone ever,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Positive
oh don’t know,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
ohnonono give great advice heylisten thinking said yesterday focusing one woman i’mgonna,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
mean casey,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Negative
nonono think i’m gonna see things go kathy she’spretty cool,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
casey,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
nono kathy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
could casey,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Positive
kathy,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive
consider casey,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
y’know think think somebody’s got little crush oncasey ‘bout fix two think,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
pieces life falling right place,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
hey really great really really great,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh thanks thanks monica tells uh don’t want toplay anymore yknow talent true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
well kinda yeah yeah,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
pheebs…,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
yeah ii can’t—i mean y’know trying reallyyknow okay upbeat just—i feel dwarfed musical gifti…,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
see pheebs thatthat exact opposite intent musicy’know music isis meant inspire bothers much i…i won’t play anymore,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh nonono don’t could live iknew depriving world music,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Negative
yeah okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey chandler saw new furniture nice,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah joey best boyfriend ever,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
kissed kathy,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
serious,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
joey know,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
anyway,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
thethe sad thing told felt youkissed knowing joey probably would’ve stepped aside,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh don’t say don’t say that’s true isit,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Negative
think maybe yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
loves,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
didn’t tell,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
well saidi said something phoebe,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Positive
yeah that’s right thought really good idea,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
know remember,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
remember,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
well chandler you’re gonna tell,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
tell,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
hey would okay wrote song,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
hey,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hey samboucha margarita,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
real thing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
well samboucha,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
listen ah joe ii need need talk something,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
what’s,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
it’sit’s kathy umm uh like like lotactually,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Negative
well you’re timing couldn’t better she’s mygirlfriend anymore,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Negative
yeah broke,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Positive
oh uh,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
acting class first thought kindof scene that’s let people watch,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
oh man sorry okay,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative
well i’ve better i’m right like huh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
yes ii uh don’t,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
nonono it’s uh it’s okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah know ‘cause came first,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well thought would best thing,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
hey listen know might you’re work cut outfor ‘cause talked kinda got feeling she’s intosome guy so…,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
see uh that’sthat’s actually wanted talk youabout ii think know guy,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
it’s i’m guy,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Positive
yeah mean late last night kathy got totalking one thing another and…,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
sleep,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
kissed,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Positive
that’s even worse,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
worse,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
don’t know it’s,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
look i’m sorry there’s nothing thinki’m love,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
cares went behind back would never,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Positive
you’re right excuses totally line,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
line youyou’reyou’re far past line thatyouyou can’t even see line line dot,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
yes yes right feel horrible believe,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
probably because…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh god he’s lost he’s totally lost,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
phoebe music could,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah mean help,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
yeah like could,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
played bad purpose guys,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
okay trying play bad whole time,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah—no last song,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
oh god can’t believe little brother married,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
guys didn’t tell eloping,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
‘cause sorta happened y’know thecourthouse lunch…,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
wait wait courthouse,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
lunch yeah sudden likehey yknow,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
uhh yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
we’ve trying get pregnant uh pretty much ever since gotengaged thought we’d get jump things y’know one’s getting anyyounger,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
see thing umm we’re able y’know uh conceive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
we’ve tried everything we’ve seen bunch doctors,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah theyand say ourthat chance babyis take sperm egg put together dish put intoanother girl wondering could girl could put,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative
don’t know donald trump wants blue blazer black,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
blue blazer back hehe wants back,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
youyou said black would want blue blazer black,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
well youyou know meant,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
messed you’re stupid,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
job get joe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
oh ah tour guide museum yeah ross got,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
well tour guide don’t dinosaurexpert something,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
great that’s great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
uh actually joey it’s cretasous period,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yeah pronounce jurassic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
guess frank jr alice got married,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
god,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Positive
serious,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
yeah,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
you’re really thinking sex brother,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Positive
ewww oh it’s—they want thesurrogate it’s herit’s egg sperm,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Negative
huh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
tell,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
well said think first tothink i’m gonna giving greatest gift possibly give,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
you’re gonna carrying baby give,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
honey really incredible thing arethings think,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah like you’re gonna pregnant mean pregnant,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative
know,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
pheebs you’re talking putting body awful loti mean morning sickness uhh labour it’s somebody else,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
yeah what’s point,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
well stuff mentioned,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
wow don’t know could ever always figured thefirst time baby somebody love baby would a…keeper,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Positive
yknow guys lot supportive wanted make denimfurniture,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative
pheebs listen decide we’ll supportivelike crazy,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Positive
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
want think,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah honey maybe talk somebody who’s baby likeyour mom,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
mom never gave birth oh birth mom,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Positive
oh yeah sure it’s mine anyway pants,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
jealous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
guys really right…there aren’t,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
yes right,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
beginning y’know it’s sex talking sexand talking and…,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Positive
yeah youyou gotta love talking,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
sex,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
right haven’t sex yet okay what’s bigdeal y’know special want love grow move thenext level,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Negative
oh chandler nice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
really nice…lying way reason,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
you’re mature enough understand somethinglike,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
he’s right i’m totally lying,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
well kathy’s last boyfriend joey,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
you’re afraid won’t able to…fill shoes,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Negative
i’m afraid won’t able make love well,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Negative
yeah going metaphor,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
yes saying actual words,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
big deal joey’s lot girlfriends doesn’tmean he’s great bed,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
share wall either he’s great bed likesto agree lot,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
sweetie it’s gonna different sex gonna begreat ‘cause youyou guys love,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Positive
yeah,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
go chandler,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yeah,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
yeah really,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
right right i’ll go sleep girlfriend buti’m guys,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
okay mastodon semilate jurassic period,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
isn’t mastodon pliocene epic,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Negative
it’s open come,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
i’m sorry i’m late,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh that’s okay gave time finish glazing nipples,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
wow really go you’re expecting company,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
working pottery,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
oh ooh oh didn’t know did…pot,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
well yeah mostly nudes combines two passions pottery anderotica,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
ooh erotiery,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
hey okay well thanks coming see justi justthought would good idea talk baby stuff persony’know…,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
really don’t think it’s good idea phoebe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh nono understand pain don’tdon’t hurt thepuppy,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Positive
nonono thethe puppy’s,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
oh get puppy,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
well yeah mean yeah three days,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
right i’m sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
uhh mind sitting i’mi’m saving myfriend ross,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive
mean dr geller,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
doctor wow didn’t know nickname,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
well howhow come,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
that’s way,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
that’s crazy,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
ii think everybody’s pretending don’t hear anywaylook don’t know jackets separate tables ross isone best friends save seat i’m telling,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
it’s big deal hey y’know gotta right,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
hey it’s mean scientists tour guides,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
whatever,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
it’s like everywhere joey okay mon back whereyou work uh waiters eat waiters right chefs eat otherchefs right,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
eat alley everybody hates,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative
yeah we’re audience doesn’t talk us hedoes wave,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
hi,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
phoebe singing carl mulden,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
ooh y’know think it’s time puppy go againcome let’s go balcony,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
yes yes sex,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
uhoh bad,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Negative
fine y’know didn’t agree asstrongly agreed joey like see point,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well first time y’know there’s always lotof agreement first time,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
look help okay mean know awoman y’know know everything goes it’s always nice need toknow makes go nice god somebody’s killing inthere,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
look don’t draw actual wo—whoa she’shot,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
it’s kind important one,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
oh y’knowy’know looking upside,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
thatthat’s bad,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
well go,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
well might anything like 7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
right uh important thing take time want hit‘em mix ‘em gotta keep toes,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
thank dr phillips i’m lunch table herein middle i’m lunch right good friend joey he’llsit,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
yknow work museum natural history yet somethingunnatural way eat lunch look around cafeteria y’knowwhat see seei see division division people white coats people inblue blazers ask god,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Negative
right go,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah hang teddy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
i’m andrew didn’t pay pear,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
okay goodgood,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
wow rhonda,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
i’m scott,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah okay scott,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
need flip light switch 17 timesbefore leave room family die,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative
mom’s gonna minute can’t ican’t give yes—no don’t want,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Negative
oo can’t watch it’s like,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
y’know never saw,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
ooh okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ooh can’t mom right can’tif ican’t give there’s way give baby ohh god frank andalice gonna crushed whatwhat else else give ‘em—akidney,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
uhh neighbourhood so…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah thought we’d stop let know there’sstill pressure,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh ooh umm,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
oh he’s cute reminds old dog tumour,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Positive
precious could take home,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
hey don’t,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
uhhuh yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh thanks,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh god think i’m gonna cry,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Negative
it’s gonna great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh ii gave puppy made happy decidedi’m gonna carry baby,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
